AGI_Code	Name.x	Function.x	Localisation	DOI	Comment.x	BIN	metal.1	metal.2	metal.3	Short.name.x	Annotation.x	Other.Name.Type.	Keywords	Is.full.length.cDNA	Name.y	Pathway.x	Function.y	Activity	Comment.y	Annotation.y	Annotation.x	Annotation.y	Annotation	Short.name.y	Localization	Pathway.y	Proposed.functions	Short.name	Localizationa	Fe.S.cluster.typeb	Full.name.annotation	Gene.short.name	Name	Meiotic.phase	Description_custom	Gene_Name	Protein	Function	Ref.	Title	Protein.family.or.Function	Function.related.to.Suberin	Refs
AT1G76320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G76410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G76560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G76800	VTL2	Vacuolar Iron Transporter family; nodulin-like 2, decrease in transcript levels under Fe deficiency, complements vit1		10.1371/journal.pone.0110471			Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G76950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 Ran GTPase binding / chromatin binding / zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: cationic peroxidase, putative (TAIR:AT4G25980.1); Has 2838 Blast hits to 2823 proteins in 204 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 134; Plants - 2678; Viruses - 0; Other Eukaryotes - 26 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ADH1 (ALCOHOL DEHYDROGENASE 1); alcohol dehydrogenase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEI1	MEIOSIS DEFECTIVE 1	Entry into meiosis	Meiotic S-Phase DNA repair	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 1-aminocyclopropane-1-carboxylate oxidase, putative / ACC oxidase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amino acid permease which transports basic amino acids.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TAM	TARDY ASYNCHRONOUS MEIOSIS	Meiotic cell cycle control spindle - cytokinesis	also CYCA1;2; IH bioas and meiotic cell cycle transitions; core cell cycle gene involved in meiosis II during microsporogenesis	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes a chloroplastic thylakoid ascorbate peroxidase tAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PDS5B	Precocious Dissociation of Sisters B	Sister chromatid cohesion	cohesin; selection in tetraploid arenosa; one of 5 PO76/Saccharomyces cerevisiae PDS5 cohesion cofactor orthologs of Arabidopsis	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G77840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 translation initiation factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 9-cis-epoxycarotenoid dioxygenase, putative / neoxanthin cleavage enzyme, putative / carotenoid cleavage dioxygenase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 gibberellin 2-oxidase / GA2-oxidase (GA2OX1) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT1G17100.1); Has 574 Blast hits to 564 proteins in 43 species: Archae - 2; Bacteria - 14; Metazoa - 145; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 346 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT1G17100.1); Has 924 Blast hits to 890 proteins in 69 species: Archae - 2; Bacteria - 58; Metazoa - 200; Fungi - 0; Plants - 83; Viruses - 0; Other Eukaryotes - 581 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	member of CYP708A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 oxidoreductase, 2OG-Fe(II) oxygenase family protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MHF2	ARABIDOPSIS HOMOLOG OF MAMMALIAN MHF2	CO and non-CO outcome of meiotic recombination	anti-meiotic CO; limits meiotic crossovers with FANCM	NA	NA	NA	NA	NA	NA	NA	NA
At1g78870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G78870	UBC13A, UBC35	UBIQUITIN CONJUGATING ENZYME 13A, UBIQUITIN-CONJUGATING ENZYME 35			may play a role in DNA damage responses and error-free post-replicative DNA repair by participating in lysine-63-based polyubiquitination reactions; implicated by W. Schmidt in morphological Fe deficiency response		Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alpha-helical ferredoxinb	Mitochondria  	ISC	Interaction with other proteins involved in mitochondrial iron–sulfur cluster assembly	Alpha-helical ferredoxin*	Mitochondria	2x[4Fe-4S]	NADH:ubiquinone oxidoreductase (Complex I); Fe-S binding proteins of peripheral arm 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g79050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 EMB1135; ATP binding / DNA binding / helicase/ nucleic acid binding / protein binding / zinc ion binding [Arabidopsis thaliana] 	NA	embryo defective 1135 (EMB1135); FUNCTIONS IN: protein binding, DNA binding, zinc ion binding; INVOLVED IN: embryonic development ending in seed dormancy, regulation of transcription, DNA-dependent; LOCATED IN: chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, RING/FYVE/PHD-type (InterPro:IPR013083), Zinc finger, PHD-type (InterPro:IPR001965), Zinc finger, LSD1-type (InterPro:IPR005735), Zinc finger, FYVE/PHD-type (InterPro:IPR011011); BEST Arabidopsis thaliana protein match is: ATXR6; DNA binding / protein binding (TAIR:AT5G24330.1); Has 3516 Blast hits to 3129 proteins in 248 species: Archae - 2; Bacteria - 434; Metazoa - 2253; Fungi - 273; Plants - 285; Viruses - 34; Other Eukaryotes - 235 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	member of CYP79C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79520	MTP9	cation diffusion facitlitator or metal transport protein family (named CDF9 by us)			AtMTP9	transport.metal	Mn			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 cation transporter [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 EMB1047/FTSH12; ATP-dependent peptidase/ ATPase/ metallopeptidase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g79650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RAD23B	NER		Binds damaged DNA as complex	mutant semisterile, altered phylotaxy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79800	NA	NA	NA	NA	NA	NA	NA	NA	NA		plastocyanin-like domain-containing protein		similar to plastocyanin-like domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G48940.1); similar to NtEPc-like protein [Nicotiana tabacum] (GB:BAC53926.1); contains InterPro domain Cupredoxin (InterPro:IPR008972); contains InterPro domain Plastocyanin-like; (InterPro:IPR003245)		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 TED3 (REVERSAL OF THE DET PHENOTYPE); protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DNA helicase	Nucleus (P)	[4Fe-4S]b	Homologue of human CHLR involved in sister chromatid pairing; uncharacterized in plants. 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G79950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RTEL1	Nucleus	[4Fe-4S]b	Regulator of Telomere Elongation Helicase1, RTEL1; Homologues of human FANCJ, related to RAD3/XPD; uncharacterized in Arabidopsis. See also RAD3 below. 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 lactoylglutathione lyase [Arabidopsis thaliana] 	NA	NA	 lactoylglutathione lyase family protein / glyoxalase I family protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g80210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AtBRCC36A			Deubiquitinase activity, member of several complexes 	Epistatic to brca1 (Block-Schmidt etal., NAR, 2011)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cytochrome c oxidase family protein; FUNCTIONS IN: cytochrome-c oxidase activity; LOCATED IN: mitochondrial envelope, mitochondrion; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit Vb (InterPro:IPR002124); BEST Arabidopsis thaliana protein match is: cytochrome c oxidase family protein (TAIR:AT3G15640.1); Has 341 Blast hits to 341 proteins in 124 species: Archae - 0; Bacteria - 0; Metazoa - 189; Fungi - 63; Plants - 54; Viruses - 0; Other Eukaryotes - 35 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 oxidoreductase, 2OG-Fe(II) oxygenase family protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 gibberellin 3-beta-dioxygenase, putative / gibberellin 3 beta-hydroxylase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 gibberellin 3-beta-dioxygenase / gibberellin 3 beta-hydroxylase (GA4H) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g80420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				Interacts with PARP, LIG3 (not in plants), and PolBeta (not in plants) 	top of table	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 glycerol kinase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ZFP1; nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PDS5D	Precocious Dissociation of Sisters D	Sister chromatid cohesion	one of 5 PO76/Saccharomyces cerevisiae PDS5 cohesion cofactor orthologs of Arabidopsis	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80830	NRAMP1	Nramp family			Mn uptake system	transport.metal	Mn			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 NRAMP1; manganese ion transporter/ metal ion transporter [Arabidopsis thaliana] 	AtNRAMP1 Mn uptake system. Induced in leaves in response to iron deficiency. Transgenic plants accumulate toxic levels of iron. Gene complements yeast iron uptake mutants.    ATNRAMP1; F23A5.18; F23A5_18; NATURAL RESISTANCE-ASSOCIATED MACROPHAGE PROTEIN 1; NRAMP1; PMIT1  4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, cadmium ion transport, carpel, cauline leaf, cellular metal ion homeostasis, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, inorganic anion transmembrane transporter activity, iron ion transmembrane transport, iron ion transmembrane transporter activity, lead ion transport, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, manganese ion homeostasis, manganese ion transmembrane transporter activity, manganese ion transport, metal ion transmembrane transporter activity, metal ion transport, pedicel, petal, petal differentiation and expansion stage, petiole, plasma membrane, primary root elongation zone, root, seed, sepal, shoot, shoot apex, sperm cell, stamen, stem   true	NA	 NRAMP metal ion transporter 1 (NRAMP1) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 WRKY40; transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g80850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G80850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 DNA-3-methyladenine glycosylase I [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G00920	IRONMAN7	Member of conserved family of peptides involved in Fe uptake and homeostasis.					Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G01050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 nucleic acid binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G01090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ubiquinol-cytochrome C reductase complex 7.8 kDa protein, putative / mitochondrial hinge protein, putative; FUNCTIONS IN: ubiquinol-cytochrome-c reductase activity; INVOLVED IN: mitochondrial electron transport, ubiquinol to cytochrome c; LOCATED IN: mitochondrial respiratory chain complex III; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ubiquinol-cytochrome C reductase hinge (InterPro:IPR003422); BEST Arabidopsis thaliana protein match is: ubiquinol-cytochrome C reductase complex 7.8 kDa protein, putative / mitochondrial hinge protein, putative (TAIR:AT1G15120.1); Has 95 Blast hits to 95 proteins in 41 species: Archae - 0; Bacteria - 0; Metazoa - 12; Fungi - 2; Plants - 49; Viruses - 0; Other Eukaryotes - 32 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
